SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
531845,ZENITH BIRLA,T ,Q,0.53,0.53,0.51,0.51,0.51,0.53,2,101,51.00,
531859,ORIENTAL VEN,X ,Q,51.00,53.75,48.50,51.30,51.70,52.00,50,3736,187440.00,
531861,JOINDRE CAPI,X ,Q,17.50,18.00,17.30,18.00,18.00,17.15,12,1377,24737.00,
531862,BHARATAGRI  ,X ,Q,107.50,114.95,105.00,113.45,113.45,112.60,71,10007,1117576.00,
531867,UNITECH INTE,X ,Q,6.40,6.40,6.21,6.21,6.21,6.25,5,1512,9576.00,
531869,SACHETA MET.,X ,Q,16.50,17.25,16.50,17.05,17.15,16.95,39,6742,113631.00,
531879,PIONEER DIS.,B ,Q,122.95,122.95,116.50,118.85,118.20,120.20,16,828,98417.00,
531881,GMETCOAL    ,X ,Q,11.05,11.05,11.05,11.05,11.05,11.55,1,20,221.00,
531882,KWALITYLTD  ,B ,Q,5.55,5.55,5.27,5.32,5.32,5.57,246,119159,636041.00,
531888,REXNORD ELE.,X ,Q,32.80,32.80,31.90,32.00,32.00,31.05,7,643,20814.00,
531892,KHANDWALA SE,B ,Q,14.50,15.25,14.50,15.25,15.25,14.99,8,1000,14895.00,
531893,SAWACA BUSI ,XT,Q,1.42,1.42,1.42,1.42,1.42,1.42,1,50,71.00,
531898,SANGUINE MD ,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,1,1000,190.00,
531909,SWAGRUHA    ,XT,Q,5.56,5.58,5.56,5.56,5.56,5.56,11,55,306.00,
531921,AGAR IND COR,B ,Q,161.00,163.90,161.00,163.90,163.90,161.85,4,68,10955.00,
531928,GOLDEN CARPE,XT,Q,4.37,4.37,4.37,4.37,4.37,4.60,1,10,43.00,
531930,SARTHAK INDU,X ,Q,7.57,7.57,7.57,7.57,7.57,7.21,1,100,757.00,
531950,VERTEX SEC. ,X ,Q,1.51,1.70,1.51,1.56,1.56,1.70,6,9601,16086.00,
531952,RIBA TEXTILS,X ,Q,106.00,106.00,105.00,105.00,105.00,105.25,42,16320,1724894.00,
531962,SHREMETAL   ,XT,Q,14.00,14.00,14.00,14.00,14.00,14.25,1,200,2800.00,
531977,CHARTERLOGIS,XT,Q,4.95,5.22,4.80,4.84,5.00,4.99,36,31701,154259.00,
531978,AMBIKA COTTO,B ,Q,1100.05,1100.05,1085.00,1085.75,1085.00,1095.15,24,327,356352.00,
531979,HIND ALUMIN ,X ,Q,68.60,68.60,63.00,64.45,64.45,64.30,32,488,31889.00,
531996,ODYSSEY CORP,X ,Q,2.07,2.07,2.07,2.07,2.07,2.07,1,1,2.00,
532001,INDUCTO STL.,X ,Q,12.83,12.83,12.83,12.83,12.83,13.50,1,100,1283.00,
532011,POOJA ENT   ,X ,Q,13.70,13.70,13.70,13.70,13.70,13.70,1,157,2150.00,
532015,GRAVITY (I) ,X ,Q,1.87,1.87,1.87,1.87,1.87,1.79,1,40,74.00,
532022,FILAT FASH  ,XT,Q,2.46,2.50,2.42,2.43,2.43,2.46,8,2540,6169.00,
532025,SOWBH MEDIA ,XT,Q,2.20,2.20,2.20,2.20,2.20,2.14,11,571172,1256578.00,
532033,JAIN STUDIOS,Z ,Q,2.80,2.80,2.80,2.80,2.80,2.67,3,1700,4760.00,
532034,SAFALHBS    ,Z ,Q,0.95,0.95,0.95,0.95,0.95,0.94,35,202500,192375.00,
532039,ZENOTECH    ,X ,Q,21.50,21.50,20.60,21.00,21.00,21.50,19,6975,146773.00,
532051,SWELECT     ,B ,Q,233.45,239.95,230.40,233.85,233.85,230.10,18,145,34614.00,
532053,WALLFORT FIN,X ,Q,27.00,33.90,25.10,31.25,29.00,30.00,20,1017,30669.00,
532054,KDDL LTD    ,B ,Q,475.20,475.20,458.60,458.60,458.60,456.05,5,21,9663.00,
532067,KILPEST (I) ,X ,Q,89.55,91.50,86.10,90.40,91.00,88.35,44,2111,189436.00,
532081,KSERASERA   ,B ,Q,0.19,0.19,0.19,0.19,0.19,0.19,20,11061,2101.00,
532090,VANDANA     ,XT,Q,0.21,0.21,0.21,0.21,0.21,0.20,1,30000,6300.00,
532097,MUKAND ENGG.,B ,Q,16.00,16.05,16.00,16.05,16.05,16.50,2,21,336.00,
532113,BRIJLAXMI LE,X ,Q,1.48,1.48,1.48,1.48,1.48,1.51,1,1,1.00,
532114,AREALTY     ,X ,Q,1.23,1.23,1.23,1.23,1.23,1.23,1,260,319.00,
532123,BSE  INFRA  ,B ,Q,1.87,1.87,1.87,1.87,1.87,1.95,5,2845,5320.00,
532124,RELIAB VEN  ,X ,Q,12.80,12.80,12.80,12.80,12.80,13.30,1,1072,13721.00,
532129,HEXAWARE TEC,A ,Q,361.50,364.55,355.70,359.25,358.65,360.10,607,29652,10678077.00,
532134,BANKBARODA  ,A ,Q,133.60,133.95,129.35,131.60,131.60,133.25,5695,1744965,228946331.00,
532141,ANDHRA CEMEN,T ,Q,4.70,4.74,4.50,4.55,4.50,4.70,30,25199,116159.00,
532143,SKM EGG PROD,B ,Q,45.20,46.90,44.00,45.90,46.30,46.05,19,1054,47505.00,
532144,WELCORP     ,A ,Q,142.45,145.30,139.20,142.00,142.00,142.35,939,77203,10946849.00,
532149,BNK OF INDIA,A ,Q,95.40,95.60,93.40,95.20,95.20,94.50,1916,725714,68621324.00,
532150,INDRAPRAST  ,B ,Q,39.05,40.10,38.80,40.00,39.95,39.05,189,6610,262148.00,
532155,GAIL (I) LTD,A ,Q,362.00,365.00,355.30,358.00,358.00,361.25,1357,108539,39124844.00,
532156,VAIBHAVGBL  ,B ,Q,772.55,798.90,767.10,780.90,782.90,772.55,189,2473,1935987.00,
532159,TRESCON     ,X ,Q,85.00,85.00,85.00,85.00,85.00,84.00,1,3,255.00,
532162,JK PAPER    ,B ,Q,133.00,133.35,130.75,131.10,131.10,133.55,655,50943,6701578.00,
532163,SAREGAMA (I),B ,Q,552.60,552.60,537.80,544.30,547.60,551.95,82,748,408023.00,
532166,ALKA SECUR. ,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,1,200,38.00,
532173,CYBERTECH   ,B ,Q,48.50,49.90,48.50,49.10,49.10,48.65,22,1352,66642.00,
532174,ICICI BANK  ,A ,Q,422.55,426.25,419.60,422.85,422.85,423.40,6855,491149,207798042.00,
532175,CYIENT      ,A ,Q,556.10,566.60,555.65,557.90,561.80,559.70,147,2568,1434108.00,
532178,ENGINRS.(I) ,A ,Q,124.70,124.70,119.50,122.90,123.00,121.70,774,96424,11849287.00,
532179,CORPN.BANK  ,A ,Q,25.15,25.20,24.70,24.85,24.80,24.80,41,3146,78243.00,
532180,DHANALAK.BNK,B ,Q,18.80,18.95,18.60,18.65,18.65,18.95,32,3371,62947.00,
532181,GUJ.MINERAL ,A ,Q,81.00,81.00,78.90,79.50,79.35,80.40,128,10675,852967.00,
532183,GAYATRI SUGR,X ,Q,2.70,2.89,2.63,2.85,2.89,2.76,25,16820,45523.00,
532187,INDUSIND BNK,A ,Q,1593.00,1667.35,1590.40,1663.85,1663.85,1604.50,7819,686182,1108236241.00,
532189,INDIA TOURIS,B ,Q,261.85,267.00,261.85,264.25,265.95,262.40,85,2341,617740.00,
532209,J & K BANK  ,A ,Q,59.10,59.25,58.50,58.95,58.95,59.10,501,42487,2500752.00,
532210,CITY UNION  ,A ,Q,212.30,215.00,210.60,213.25,214.00,211.70,319,26296,5608319.00,
532212,ARCHIES LTD ,B ,Q,21.60,22.80,21.60,22.60,22.50,21.20,28,4824,107272.00,
532215,AXIS BANK   ,A ,Q,810.10,815.00,804.00,812.30,812.30,808.50,3133,157672,127578365.00,
532216,HB STOCKHOL.,B ,Q,8.20,8.20,8.20,8.20,8.20,8.08,1,20,164.00,
532218,SOUTH IND.BK,A ,Q,14.15,14.18,13.90,14.14,14.14,14.10,513,634537,8933117.00,
532219,ENERGY DEV. ,B ,Q,7.21,7.21,6.73,6.73,6.73,7.10,5,222,1502.00,
532221,SONATA SOFT.,A ,Q,360.00,360.00,345.30,346.65,345.65,356.85,370,6049,2128732.00,
532234,NAT.ALUM    ,A ,Q,50.50,50.65,49.30,50.05,50.05,50.50,2445,755464,37603616.00,
532240,INDIA NIPPON,B ,Q,430.85,432.00,425.00,428.00,425.00,430.85,12,128,55181.00,
532259,APAR INDUS. ,B ,Q,684.00,684.95,666.05,669.40,666.05,669.70,96,595,401365.00,
532262,TCI INDUS.  ,XT,Q,799.90,880.95,799.90,880.95,880.95,840.00,3,22,18408.00,
532268,ACCELYA     ,B ,Q,898.00,900.00,890.15,893.45,892.00,899.50,36,178,159546.00,
532271,CYBERMATE   ,X ,Q,2.30,2.30,2.11,2.26,2.18,2.15,61,57541,129013.00,
532275,LANDMARC LEI,XT,Q,0.44,0.45,0.44,0.45,0.45,0.45,6,11586,5097.00,
532276,SYNDICATE BN,A ,Q,36.10,36.50,35.10,35.95,35.95,35.45,638,321488,11488274.00,
532281,HCL TECHNO  ,A ,Q,1098.00,1115.45,1087.90,1111.25,1111.25,1093.50,2453,61537,68012736.00,
532282,CASTEXTECH  ,T ,Q,0.79,0.79,0.79,0.79,0.79,0.83,15,21988,17370.00,
532284,TCFC FINANCE,X ,Q,28.00,29.00,28.00,28.30,28.20,28.60,19,649,18624.00,
532285,GEOJITFSL   ,B ,Q,36.35,36.95,35.75,36.00,35.75,36.35,80,10087,366147.00,
532286,JINDAL STE  ,A ,Q,160.00,162.35,155.75,160.45,160.45,159.75,2441,602751,96106176.00,
532290,BLB LTD.    ,B ,Q,5.09,5.10,4.74,4.76,4.92,4.98,15,2168,10297.00,
532296,GLENMARK PHA,A ,Q,547.05,548.60,540.00,546.55,545.40,545.65,476,16074,8762746.00,
532300,WOCKHARDT   ,A ,Q,388.80,402.00,382.85,398.50,400.50,389.90,1424,99260,38926820.00,
532301,TATA COFFEE ,B ,Q,91.00,92.20,89.20,90.85,91.00,89.90,380,34864,3172006.00,
532304,KJMCCORP    ,X ,Q,26.15,26.15,26.15,26.15,26.15,27.50,2,2,52.00,
532305,IND-SWIFT LA,B ,Q,35.95,36.10,35.70,35.80,35.90,36.00,57,6224,223113.00,
532307,MELSTAR INFO,T ,Q,1.64,1.64,1.64,1.64,1.64,1.72,1,1,1.00,
532309,GEPIL       ,B ,Q,880.00,888.00,877.05,884.50,888.00,879.30,39,510,449175.00,
532310,SHREE RAMA  ,B ,Q,5.55,5.70,5.40,5.64,5.70,5.80,9,764,4269.00,
532313,MAHINDRALIFE,A ,Q,420.40,421.10,410.70,417.50,418.95,420.70,199,8544,3534489.00,
532320,VAARAD      ,X ,Q,7.63,7.63,7.63,7.63,7.63,8.03,1,10,76.00,
532321,CADILA HEALT,A ,Q,248.00,254.50,245.80,253.00,253.00,247.50,1322,96857,24439944.00,
532323,SHIVA CEMENT,X ,Q,14.99,15.00,14.40,14.51,14.50,14.93,103,33584,495125.00,
532324,CINEVISTA   ,T ,Q,6.20,6.25,6.20,6.25,6.25,6.50,5,2100,13120.00,
532326,INTENS TECH ,B ,Q,38.80,38.80,36.10,36.40,36.40,36.15,14,1655,60269.00,
532329,DANLAW TECH.,X ,Q,95.95,95.95,91.50,91.55,91.55,96.95,3,23,2158.00,
532330,BIOPAC INDIA,X ,Q,4.09,4.28,3.95,4.20,4.20,4.09,14,1346,5368.00,
532331,AJANTA PHARM,A ,Q,1043.80,1050.00,1030.00,1048.45,1050.00,1042.95,329,8223,8589576.00,
532333,HB PORTFOLIO,X ,Q,22.95,23.00,22.00,22.50,22.50,22.65,9,403,9067.00,
532334,HB ESTATE DE,X ,Q,14.50,14.75,14.50,14.53,14.50,14.75,7,506,7345.00,
532336,BARON INFO. ,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,1,100,19.00,
532339,COMPUCOM SOF,B ,Q,9.36,9.47,9.20,9.36,9.45,9.45,28,14950,140248.00,
532341,IZMO        ,B ,Q,54.00,55.15,54.00,54.55,54.55,54.25,17,1440,78989.00,
532343,TVS MOTOR L ,A ,Q,479.05,501.60,475.20,499.45,499.45,479.05,2417,146616,72380366.00,
532344,SOFTSOL (I) ,X ,Q,32.00,33.45,32.00,33.45,33.45,31.90,6,1228,40496.00,
532345,GATI LTD.   ,B ,Q,78.00,78.00,75.65,75.95,75.95,77.95,821,95809,7303841.00,
532348,SUBEX LTX   ,B ,Q,6.80,6.99,6.80,6.96,6.96,6.90,196,16785422,114895924.00,
532349,TRANSPORT CO,B ,Q,314.35,315.40,312.00,313.00,312.00,320.35,51,649,203580.00,
532350,PADMALAYA TE,XT,Q,1.89,1.89,1.71,1.89,1.89,1.80,23,2123,3871.00,
532351,AKSH OPTIFIB,B ,Q,13.49,13.50,12.65,12.73,12.73,13.40,353,149259,1927896.00,
532354,VIRGOGLOB   ,X ,Q,1.57,1.57,1.57,1.57,1.57,1.54,8,5653,8875.00,
532355,PICTURHOUSE ,X ,Q,1.68,1.68,1.68,1.68,1.68,1.60,2,700,1176.00,
532356,TRIVENI ENGG,B ,Q,72.15,78.40,71.80,76.35,76.35,71.50,2925,461702,35129209.00,
532357,MUKTA ARTS  ,B ,Q,44.75,44.75,44.50,44.50,44.50,44.50,7,668,29863.00,
532365,DYNACONS SYS,B ,Q,33.55,34.75,32.70,32.75,32.75,32.00,48,2715,90618.00,
532366,PNB GILTS   ,B ,Q,33.00,35.45,33.00,35.15,35.15,33.55,342,44837,1548946.00,
532368,BCG         ,T ,Q,4.95,4.95,4.57,4.61,4.75,4.81,321,207443,973243.00,
532369,RAMCO INDS. ,B ,Q,205.00,206.40,198.00,203.85,202.55,204.20,106,5280,1074066.00,
532370,RAMCO  SYSTM,B ,Q,222.05,236.80,217.70,231.30,233.60,219.30,1147,24892,5715304.00,
532371,TATA TELESER,B ,Q,4.50,4.57,4.30,4.57,4.57,4.16,679,1602663,7278195.00,
532372,VIRINCHI    ,X ,Q,86.00,88.00,83.00,83.70,83.20,88.55,226,36015,3051983.00,
532373,WEPSOLN     ,X ,Q,19.45,19.45,19.45,19.45,19.45,21.15,1,50,972.00,
532374,STER TECH   ,A ,Q,173.05,177.80,171.00,175.60,175.60,173.45,3858,246657,43212412.00,
532375,TIPSINDUSTR ,B ,Q,59.10,59.10,59.10,59.10,59.10,58.05,1,300,17730.00,
532376,MRO-TEK     ,B ,Q,30.00,30.45,29.05,29.25,29.05,30.55,25,2290,66666.00,
532380,BABA ARTS   ,X ,Q,3.80,4.00,3.60,3.60,3.60,3.80,10,1369,5220.00,
532382,BALAJI TELE.,B ,Q,72.55,74.00,70.00,70.40,70.40,71.40,73,3676,260527.00,
532384,TYCHE INDS  ,X ,Q,65.00,66.00,65.00,65.00,65.00,63.30,10,1936,125849.00,
532386,CALIFORN.SOF,B ,Q,20.30,20.30,19.50,19.55,19.50,19.50,10,712,14098.00,
532388,INDIAN OVER.,A ,Q,12.00,12.06,11.93,11.96,11.96,12.00,157,27217,325850.00,
532390,TAJ GVK HOTL,B ,Q,209.00,215.05,202.80,206.45,205.90,205.55,59,1701,350896.00,
532391,OPTO CIRCUIT,B ,Q,6.99,6.99,5.81,6.34,6.45,7.01,1059,672987,4203728.00,
532392,CREATIVE EYE,B ,Q,1.74,1.90,1.74,1.90,1.90,1.82,6,6840,11909.00,
532395,AXISCADES   ,B ,Q,62.90,68.00,62.90,66.30,66.30,63.25,747,89290,5876292.00,
532398,UMESL       ,B ,Q,2.06,2.06,2.06,2.06,2.06,2.06,1,2,4.00,
532400,BSOFT       ,A ,Q,96.00,96.20,94.10,95.40,95.55,95.45,261,22100,2108423.00,
532404,SAVEN TECHNO,X ,Q,19.30,20.35,18.15,18.90,20.35,19.95,28,2408,45254.00,
532406,AVANTEL LTD ,X ,Q,268.00,275.00,262.00,271.45,272.00,274.40,28,822,221566.00,
532407,MOSCHIP     ,X ,Q,18.35,18.35,17.25,18.15,18.00,18.35,52,25731,463038.00,
532408,MEGASOFT LTD,B ,Q,6.80,7.31,6.50,7.31,7.31,6.65,55,21945,158636.00,
532410,TRANSCORP IN,X ,Q,19.40,19.40,18.50,18.60,18.60,20.40,20,2273,43000.00,
532411,VISESH INFO.,T ,Q,0.19,0.19,0.19,0.19,0.19,0.19,8,14785,2809.00,
532413,CEREBRA INTE,B ,Q,26.55,28.50,25.40,26.00,25.95,26.05,162,12957,344875.00,
532418,ANDHRA BANK ,A ,Q,25.10,25.10,24.40,24.70,24.75,25.45,234,37077,915889.00,
532419,SMARTLINK   ,B ,Q,83.00,87.00,81.00,83.65,83.65,85.00,33,1021,87235.00,
532424,GODREJ CONS ,A ,Q,693.10,709.65,693.10,705.10,705.10,685.30,2708,123016,86738872.00,
532430,BF UTILI    ,B ,Q,203.10,206.40,198.55,200.30,200.30,205.25,2261,65585,13256838.00,
532432,UNITD SPR   ,B ,Q,555.00,563.25,549.20,557.95,557.95,552.65,2467,94644,52778119.00,
532439,OLECTRA     ,B ,Q,211.00,215.50,209.00,210.00,211.80,209.95,158,6576,1390400.00,
532440,MPS LTD     ,B ,Q,557.90,557.90,550.00,551.25,557.90,540.90,28,473,260739.00,
532443,CERA SANITAR,A ,Q,3010.00,3080.00,2950.00,3022.55,3080.00,3002.15,77,237,711712.00,
532454,BHARTI ARTL ,A ,Q,350.50,355.65,349.10,353.05,353.05,348.50,2237,206895,72908911.00,
532455,SHALIMAR WIR,X ,Q,12.60,13.30,12.60,12.73,12.70,13.00,19,2515,32327.00,
532456,COMPUAGE INF,B ,Q,14.20,14.20,13.85,13.85,13.85,14.30,9,2650,37505.00,
532457,GULSHAN POLY,B ,Q,50.20,51.90,50.00,51.90,51.90,51.20,32,1596,80686.00,
532460,PONNI SUG(ER,B ,Q,135.00,135.00,135.00,135.00,135.00,135.00,1,20,2700.00,
532461,PUNJAB NATIO,A ,Q,80.95,82.50,79.40,82.00,82.00,80.65,5773,2208830,179230672.00,
532466,ORACLE FIN  ,A ,Q,3403.65,3442.15,3399.15,3439.25,3439.25,3420.70,282,1718,5893831.00,
532467,HAZ MUL PRO ,XT,Q,0.60,0.60,0.60,0.60,0.60,0.60,6,30000,18000.00,
532468,KAMAHOLDING ,B ,Q,5451.00,5500.00,5450.00,5500.00,5500.00,5484.50,9,42,229957.00,
532470,MATHER & PLA,XT,Q,6.59,6.59,6.59,6.59,6.59,6.28,1,1,6.00,
532475,APTECH LTD  ,B ,Q,158.00,160.50,153.75,156.65,156.65,157.75,1160,58038,9069165.00,
532477,UNION BANK L,A ,Q,75.80,77.00,74.60,76.60,76.60,75.80,2430,624422,47388318.00,
532478,UNITED BREWA,A ,Q,1349.70,1355.00,1325.00,1333.75,1333.75,1343.00,381,8467,11325941.00,
532480,ALLAHABAD BK,A ,Q,44.90,45.20,44.00,44.50,44.50,44.90,578,254989,11354458.00,
532481,NOIDA-TOLL B,B ,Q,4.70,4.70,4.56,4.58,4.58,4.60,4,755,3515.00,
532482,GRANULES (I),A ,Q,109.70,110.85,108.35,109.80,109.75,110.50,420,28865,3162612.00,
532483,CANARA BANK ,A ,Q,268.00,273.15,265.00,272.05,271.00,267.60,1565,210139,56644643.00,
532485,BALMER LA.IN,B ,Q,440.00,446.00,422.00,440.80,440.00,441.95,222,8670,3789738.00,
532486,POKARNA LTD ,B ,Q,175.50,177.40,174.00,176.15,176.90,182.45,165,3645,640589.00,
532488,DIVI'S LAB. ,A ,Q,1591.00,1615.95,1569.80,1611.10,1615.40,1590.45,1730,36108,57576901.00,
532493,ASTRA MICRO ,B ,Q,89.00,89.00,86.50,87.60,88.10,87.95,66,4817,421257.00,
532497,RADICOKHAIT ,A ,Q,340.00,340.00,332.00,333.85,332.00,336.50,1055,25956,8705251.00,
532498,SHRMCITYUN  ,A ,Q,1499.30,1550.00,1456.00,1541.00,1550.00,1533.00,82,233,349829.00,
532500,MARUTISUZUK ,A ,Q,6748.00,7062.00,6748.00,7032.60,7062.00,6863.65,8422,68526,476246815.00,
532503,RAJAPAMILLS ,X ,Q,863.30,887.85,850.00,880.25,880.00,863.30,188,1806,1586866.00,
532504,NAVIN FLUORI,A ,Q,760.00,760.00,730.00,734.50,734.50,738.35,132,1338,985187.00,
532505,UCOBANK     ,A ,Q,17.50,17.65,17.05,17.55,17.60,17.45,146,24889,433899.00,
532507,BAG FIL MED ,B ,Q,4.30,4.30,4.10,4.11,4.10,4.17,40,29232,120239.00,
532508,JSL         ,B ,Q,36.35,38.50,36.30,38.05,38.05,37.60,131,13921,524386.00,
532509,SUPRAJIT ENG,B ,Q,210.00,211.75,201.70,205.40,203.00,209.95,57,683,142764.00,
532511,EXCEL CROP. ,B ,Q,3197.00,3197.00,3137.25,3145.05,3145.65,3148.05,18,38,119950.00,
532513,TVSELE      ,B ,Q,188.10,191.40,184.00,185.95,185.95,188.25,653,22497,4217975.00,
532514,INDRA GAS   ,A ,Q,335.55,344.95,333.90,338.60,338.60,337.10,2233,163354,55665329.00,
532515,TV TODAY    ,B ,Q,291.10,292.45,279.50,288.70,288.35,290.55,200,3697,1059942.00,
532518,FLORENCE    ,X ,Q,1300.00,1307.00,1280.00,1280.20,1280.00,1298.65,43,438,569116.00,
532521,PALRED      ,B ,Q,34.00,34.00,32.40,33.15,32.70,33.95,15,455,15267.00,
532522,PETRONET LNG,A ,Q,249.00,249.70,244.50,245.20,245.20,246.95,2435,91549,22599017.00,
532523,BIOCON LTD. ,A ,Q,548.90,558.85,541.35,553.90,553.90,541.00,2769,165402,90976730.00,
532524,PTC INDIA   ,A ,Q,68.65,70.95,68.55,70.70,70.70,68.75,2141,386902,26930198.00,
532525,BANK MAHA   ,B ,Q,15.75,15.90,15.25,15.45,15.40,15.70,369,117797,1840076.00,
532527,RK FORGINGS ,B ,Q,499.95,507.95,496.00,502.35,505.00,506.00,12,234,117496.00,
532528,DATAM GLOB  ,B ,Q,103.45,105.70,102.80,104.55,104.55,102.85,176,8434,880434.00,
532529,NDTV        ,B ,Q,34.95,35.25,34.40,34.80,34.80,34.85,12,1345,46757.00,
532531,STAR        ,A ,Q,419.55,436.80,418.35,434.60,435.90,422.80,1468,114629,49486569.00,
532532,JAIPRA      ,A ,Q,4.87,4.89,4.74,4.76,4.76,4.87,6502,647042,3094982.00,
532538,ULTRATECH CM,A ,Q,4765.10,4796.30,4739.85,4769.80,4770.00,4757.65,1041,13598,64787465.00,
532539,MINDA IND   ,A ,Q,343.30,344.90,340.50,342.25,340.50,344.35,178,4024,1377711.00,
532540,TCS LTD.    ,A ,Q,2207.80,2248.00,2186.00,2240.35,2240.35,2196.85,6946,292099,649702896.00,
532541,NIITTECH    ,A ,Q,1306.00,1315.00,1303.35,1313.00,1314.95,1305.70,308,5401,7081575.00,
532543,GULFPETRO   ,B ,Q,59.25,60.00,59.25,59.80,59.50,60.00,4,300,17937.00,
532548,CENTURYPLY  ,A ,Q,171.25,174.75,171.25,174.00,172.50,171.35,255,6515,1128321.00,
532553,WELENT      ,B ,Q,129.90,133.90,129.00,133.55,133.75,131.55,368,15017,1997124.00,
532555,NTPC LTD    ,A ,Q,135.00,135.00,132.70,133.05,133.05,133.20,3172,348364,46546055.00,
532604,SALSTEEL    ,B ,Q,4.88,4.88,4.35,4.41,4.41,4.57,8,2150,9753.00,
532605,JBM AUTO    ,B ,Q,238.10,258.90,238.10,249.65,243.00,247.00,22,331,81184.00,
532610,DWAR SUGAR  ,B ,Q,28.50,28.75,28.00,28.35,28.30,28.30,208,41106,1162490.00,
532612,INDOCO REM  ,B ,Q,186.05,187.05,182.15,182.95,183.00,185.00,51,719,132024.00,
532613,VIPCLOTHNG  ,B ,Q,16.45,17.10,16.45,16.80,16.80,16.45,90,10334,173909.00,
532616,XCHANGING   ,B ,Q,46.65,47.40,46.65,47.40,47.40,45.60,4,266,12489.00,
532617,JETAIRWAYS  ,A ,Q,146.40,147.50,139.50,141.45,141.45,146.05,3590,430204,61810530.00,
532622,GATEWAY DIST,A ,Q,145.50,145.90,140.10,144.25,145.90,146.95,161,2462,353315.00,
532624,JINDALPH    ,B ,Q,19.95,19.95,18.55,18.80,19.00,19.45,8,153,2926.00,
532626,PONDY OXIDES,X ,Q,280.00,281.90,268.00,268.85,268.85,278.75,273,9065,2468123.00,
532627,JPPOWER     ,B ,Q,2.49,2.49,2.40,2.49,2.49,2.38,216,388070,960471.00,
532628,3I INFOTECH ,B ,Q,3.52,3.54,3.50,3.50,3.50,3.50,98,77085,270748.00,
532629,MCNALLYB    ,T ,Q,4.65,4.75,4.65,4.71,4.75,4.89,14,4476,20912.00,
532630,GOKALDAS    ,B ,Q,105.50,111.75,104.60,105.40,105.40,106.80,341,17403,1872602.00,
532633,ALLSEC TECH ,T ,Q,302.10,313.70,302.05,313.45,313.45,308.30,5,114,34473.00,
532636,IIFL        ,T ,Q,170.00,170.00,169.80,169.80,169.80,178.70,108,32491,5517150.00,
532637,MAN DRUGORG ,T ,Q,43.05,44.30,41.60,42.80,42.80,43.05,35,3075,129669.00,
532638,SHOPPER STOP,A ,Q,482.70,486.85,480.55,485.95,486.65,489.70,33,252,122161.00,
532641,NDL         ,B ,Q,43.75,47.50,43.75,44.85,45.60,47.00,163,7272,328075.00,
532642,JSWHL       ,B ,Q,2917.00,3009.60,2917.00,2982.50,2970.00,2941.80,40,174,518539.00,
532644,JK CEMENT   ,A ,Q,1045.00,1055.00,1035.80,1044.25,1055.00,1040.05,230,2417,2522051.00,
532646,UNIPLY IND  ,B ,Q,45.95,46.85,44.65,46.85,46.85,44.65,336,87359,4071666.00,
532647,PROVOGUE IND,T ,Q,1.10,1.10,1.09,1.09,1.09,1.14,14,10227,11197.00,
532648,YES BANK    ,A ,Q,147.95,149.90,144.60,149.35,149.35,147.95,15607,3188614,471831500.00,XD
532649,NECTAR LIFE ,B ,Q,19.00,19.00,18.20,18.35,18.30,19.00,321,48971,904223.00,
532650,MSP STEEL   ,B ,Q,9.35,9.35,9.00,9.00,9.00,9.25,2,220,1987.00,
532651,SPL INDS    ,B ,Q,38.00,40.00,37.75,38.30,38.30,41.20,166,13968,535435.00,
532652,KARNATAKA BK,A ,Q,113.50,114.15,111.60,113.30,113.00,112.70,1240,229704,25926486.00,
532654,MCLEOD RUSSE,B ,Q,33.50,34.00,33.05,33.35,33.35,33.40,178,34869,1165346.00,
532656,FACOR ALLOYS,X ,Q,1.84,1.84,1.76,1.78,1.79,1.82,38,24184,43148.00,
532658,EON ELECT   ,B ,Q,40.35,42.20,36.25,37.15,37.55,40.15,525,28813,1111698.00,
532659,IDFC        ,A ,Q,37.65,38.60,37.05,38.40,38.40,37.65,621,235753,8981552.00,
532660,VIVIMED LABS,B ,Q,20.95,21.65,20.60,21.15,21.50,20.75,244,24742,521741.00,
532661,RANE MADRAS ,B ,Q,362.05,367.00,360.00,367.00,367.00,365.80,41,538,195635.00,
532662,HT MEDIA    ,B ,Q,33.75,38.80,32.55,34.25,32.55,34.05,126,5361,181453.00,
532663,SASKEN      ,B ,Q,706.05,729.95,705.00,714.35,710.00,709.60,158,1567,1110222.00,
532666,FCS SOFTWARE,B ,Q,0.20,0.21,0.20,0.21,0.21,0.21,30,340854,70827.00,
532667,SUZLONENERGY,A ,Q,5.50,5.54,5.45,5.47,5.47,5.47,11330,2240469,12286963.00,
532668,AURIONPRO SO,B ,Q,127.00,129.05,125.00,126.50,127.95,130.30,24,386,48816.00,
532669,SOUTHBIOTEC ,XT,Q,1.02,1.05,1.01,1.05,1.05,1.03,19,18859,19481.00,
532670,RENUKA SUGAR,B ,Q,10.15,10.27,10.05,10.16,10.16,10.16,95,46421,471532.00,
532673,KM SUGARMILL,B ,Q,8.70,8.70,8.30,8.56,8.56,8.73,55,17315,147294.00,
532678,BOMBAY RAYON,T ,Q,8.28,8.90,8.28,8.30,8.30,8.70,17,3350,28311.00,
