SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
539546,BNL         ,X ,Q,8.99,8.99,8.99,8.99,8.99,9.00,2,250,2247.00,
539551,NH          ,B ,Q,238.85,238.85,233.00,234.15,234.25,233.95,112,1728,405828.00,
539561,ROXY        ,XT,Q,18.15,18.15,18.15,18.15,18.15,17.33,1,25,453.00,
539574,SCL         ,X ,Q,13.11,13.11,13.11,13.11,13.11,13.80,2,15,196.00,
539594,MISHTANN    ,X ,Q,49.45,49.45,47.55,49.45,49.45,48.50,78,13932,679473.00,
539595,NATECO      ,XT,Q,13.67,13.67,12.37,12.37,12.37,13.02,2,425,5387.00,
539596,DELTA       ,XT,Q,4.76,4.76,4.76,4.76,4.76,4.76,2,6,28.00,
539597,JSLHISAR    ,A ,Q,84.90,85.50,84.35,84.70,84.50,85.25,129,5784,489924.00,
539620,AINFRA      ,X ,Q,31.65,31.65,30.20,30.25,31.65,30.15,20,2339,71278.00,
539621,BCLENTERPR  ,X ,Q,19.25,19.75,19.20,19.70,19.75,19.20,78,50708,993649.00,
539636,PRECAM      ,B ,Q,62.75,65.00,62.10,64.65,64.40,62.70,39,2589,165912.00,
539658,TEAMLEASE   ,A ,Q,3007.00,3038.15,2975.00,3003.25,3038.15,3007.50,99,291,875698.00,
539660,SAHYOGMULT  ,X ,Q,46.85,46.85,45.20,46.20,46.20,46.10,33,1678,76296.00,
539678,QUICKHEAL   ,B ,Q,189.00,190.00,184.65,189.05,188.45,189.90,318,8976,1688764.00,
539679,KAPILRAJ    ,X ,Q,6.48,6.48,6.48,6.48,6.48,6.50,1,50,324.00,
539686,KPEL        ,B ,Q,194.95,194.95,194.95,194.95,194.95,195.00,1,1,194.00,
539693,ALORA       ,Z ,Q,1.06,1.06,1.06,1.06,1.06,1.11,2,96,101.00,
539725,GOKULAGRO   ,B ,Q,13.70,13.90,13.40,13.89,13.90,13.54,17,3273,44507.00,
539730,FREDUN      ,X ,Q,440.00,455.75,425.00,443.55,448.00,445.95,173,2383,1046122.00,
539742,SIMBHALS    ,B ,Q,9.72,9.98,9.66,9.69,9.66,10.00,5,159,1542.00,
539760,RELICAB     ,M ,Q,42.00,42.00,42.00,42.00,42.00,43.50,2,24000,1008000.00,
539770,DARJEELING  ,X ,Q,92.80,94.30,88.00,93.60,93.60,92.35,192,119085,10633104.00,
539784,LICNFNHGP   ,B ,Q,123.27,126.06,123.27,126.06,126.06,120.40,3,659,81238.00,
539785,PDMJEPAPER  ,B ,Q,14.80,14.99,14.55,14.62,14.60,14.85,34,6177,90679.00,
539787,HCG         ,B ,Q,190.00,194.00,186.70,193.35,194.00,191.90,9,392,73924.00,
539798,UMIYA       ,T ,Q,8.00,8.72,8.00,8.12,8.10,8.31,42,56425,458898.00,
539799,BHARATWIRE  ,B ,Q,43.40,43.40,41.00,41.45,41.80,44.85,51,1748,72874.00,
539807,INFIBEAM    ,A ,Q,46.50,47.05,45.25,46.20,46.20,46.20,1191,591537,27208533.00,
539841,LANCER      ,T ,Q,62.00,65.80,59.60,60.10,65.75,62.70,28,1122,71228.00,
539844,EQUITAS     ,A ,Q,139.80,141.35,138.45,140.30,140.30,139.70,891,157640,22107005.00,
539853,GOLDENCAP   ,Z ,Q,25.35,25.35,25.35,25.35,25.35,24.20,1,100,2535.00,
539854,HALDER      ,XT,Q,67.90,67.90,67.90,67.90,67.90,69.25,1,5,339.00,
539861,SKIL        ,T ,Q,10.30,10.30,9.38,9.59,9.59,9.87,25,29860,293346.00,
539871,THYROCARE   ,A ,Q,470.35,472.70,467.35,469.30,469.00,475.65,34,682,320717.00,
539872,BAJAJHCARE  ,B ,Q,200.00,210.00,185.00,209.40,209.50,205.25,26,927,183465.00,
539874,UJJIVAN     ,A ,Q,363.50,369.20,354.00,361.90,361.90,362.40,4009,313631,113893481.00,
539876,CROMPTON    ,A ,Q,239.50,246.15,238.70,243.05,243.05,237.25,1657,48920,11899935.00,
539883,PILANIINVS  ,B ,Q,2570.00,2570.00,2500.00,2507.95,2523.95,2505.05,60,2182,5502045.00,
539884,DARSHANORNA ,B ,Q,30.00,30.65,29.60,30.25,30.25,30.05,34,3880,115807.00,
539889,PARAGMILK   ,A ,Q,242.00,244.70,240.45,242.05,241.00,240.85,323,6488,1567265.00,
539895,SAGL        ,XT,Q,13.00,13.00,13.00,13.00,13.00,13.50,1,1,13.00,
539917,NAGARFERT   ,B ,Q,6.54,6.54,6.25,6.28,6.37,6.45,55,8947,56791.00,
539938,MIL         ,X ,Q,119.60,119.60,119.60,119.60,119.60,113.95,3,12,1435.00,
539939,YASHCHEM    ,B ,Q,105.00,105.40,100.40,101.65,101.00,105.00,98,13748,1400231.00,
539940,MAXVIL      ,B ,Q,48.15,48.15,45.40,46.45,46.75,47.55,58,2937,135972.00,
539943,RXXX1SR2D   ,F ,Q,12.00,12.00,12.00,12.00,12.00,12.02,6,35000,420000.00,
539944,RXXX1SR2G   ,F ,Q,12.00,12.01,11.90,11.95,11.95,11.95,33,62451,748576.00,
539945,ICICINV20   ,B ,Q,58.00,58.46,58.00,58.46,58.46,57.35,2,2,116.00,
539956,TAALENT     ,X ,Q,263.60,280.00,260.00,265.05,265.05,273.75,44,3952,1088400.00,
539957,MGL         ,A ,Q,892.65,899.80,884.65,890.35,890.35,890.80,662,14715,13113824.00,
539962,QFSL        ,XT,Q,0.21,0.22,0.21,0.21,0.21,0.21,13,24397,5133.00,
539963,ZEAL        ,M ,Q,108.90,109.10,108.75,109.10,109.10,105.00,4,3000,326812.00,
539978,QUESS       ,A ,Q,655.90,666.50,643.00,656.20,651.50,647.65,191,2674,1748857.00,
539979,DIGJAMLTD   ,T ,Q,3.30,3.30,3.04,3.07,3.08,3.19,42,19758,60598.00,
539980,ICICIMCAP   ,B ,Q,67.50,67.85,67.50,67.85,67.85,66.89,4,108,7325.00,
539981,MAXINDIA    ,A ,Q,65.00,65.00,63.40,64.35,64.35,65.00,41,1444,92473.00,
539984,HUIL        ,X ,Q,641.00,641.00,640.00,640.00,640.00,654.00,2,11,7041.00,
539985,TITAANIUM   ,M ,Q,4.85,4.85,4.85,4.85,4.85,4.95,1,8000,38800.00,
539986,COMSYN      ,B ,Q,59.00,59.00,57.50,58.90,58.60,57.40,14,1320,76801.00,
539992,LLOYDSTEEL  ,B ,Q,0.63,0.63,0.60,0.63,0.63,0.62,178,353931,219338.00,
540005,LTI         ,A ,Q,1787.55,1817.30,1765.00,1793.80,1793.80,1788.75,957,8308,14962901.00,
540006,EASTWEST    ,X ,Q,131.55,131.55,127.70,127.95,127.95,131.55,24,3583,459099.00,
540023,COLORCHIPS  ,X ,Q,48.25,48.25,48.25,48.25,48.25,50.75,8,159,7671.00,
540024,ASHARI      ,XT,Q,16.50,16.60,16.35,16.45,16.50,16.36,118,61072,1007381.00,
540025,ADVENZYMES  ,A ,Q,214.05,216.70,212.10,214.25,213.00,215.05,337,13683,2939122.00,
540027,PTIL        ,T ,Q,410.00,423.35,410.00,422.40,423.35,410.00,41,9173,3848284.00,
540047,DBL         ,A ,Q,583.85,589.10,569.00,580.55,580.55,579.80,1201,29882,17358829.00,
540048,SPAL        ,B ,Q,287.15,299.95,242.00,288.15,290.00,290.05,122,3268,924233.00,
540061,BIGBLOC     ,B ,Q,34.00,34.00,34.00,34.00,34.00,34.00,1,1,34.00,
540063,ECS         ,XT,Q,3.11,3.26,3.11,3.26,3.26,3.11,9,1370,4330.00,
540064,FRETAIL     ,A ,Q,452.15,458.00,445.80,456.30,456.30,447.90,250,4456,2014859.00,
540065,RBLBANK     ,A ,Q,685.65,698.80,682.00,696.35,695.15,686.45,1888,75673,52308402.00,
540071,CAMSONSEEDS ,Z ,Q,4.60,4.72,4.54,4.54,4.54,4.63,12,740,3385.00,
540073,BLS         ,B ,Q,127.00,128.95,125.65,127.90,127.00,127.00,83,4610,586787.00,
540078,MITSU       ,M ,Q,175.00,180.00,175.00,177.50,180.00,172.00,2,1200,213000.00,
540080,NARAYANI    ,B ,Q,35.00,35.00,31.00,31.60,31.10,30.55,24,3909,130557.00,
540082,RSTL        ,M ,Q,17.30,17.30,16.55,16.55,16.55,16.50,3,54000,898200.00,
540108,TAHL        ,X ,Q,97.80,105.00,96.00,97.50,101.95,100.10,54,2245,228532.00,
540115,LTTS        ,A ,Q,1761.80,1789.00,1715.00,1723.75,1715.00,1762.25,1856,18517,32349361.00,
540124,GNA         ,B ,Q,298.00,298.50,292.65,295.20,295.20,299.70,308,10405,3067395.00,
540125,RADHIKAJWE  ,M ,Q,25.20,27.00,25.20,26.75,26.70,25.50,10,20800,542400.00,
540133,ICICIPRULI  ,A ,Q,394.00,403.20,389.15,397.25,397.25,388.20,4420,269055,106999062.00,
540134,IISL        ,X ,Q,16.75,16.75,16.35,16.35,16.35,16.80,14,522,8681.00,
540135,ARCFIN      ,XT,Q,0.67,0.67,0.67,0.67,0.67,0.67,2,110,73.00,
540136,HPL         ,B ,Q,66.00,66.50,64.80,65.50,65.20,66.05,293,19376,1270153.00,
540143,SAGARSOFT   ,X ,Q,84.55,88.95,84.55,87.00,85.15,86.50,77,3307,285690.00,
540144,DRA         ,M ,Q,13.11,13.11,12.40,12.40,12.40,13.70,2,5000,63775.00,
540145,VALIANTORG  ,M ,Q,1925.00,1925.00,1800.00,1818.60,1862.50,1874.70,25,4350,8003820.00,
540151,DIKSAT      ,M ,Q,115.00,115.00,115.00,115.00,115.00,110.20,7,13500,1552500.00,
540153,ENDURANCE   ,A ,Q,1194.35,1220.00,1194.35,1208.45,1210.00,1202.55,188,1071,1297292.00,
540154,IDFSENSEXE  ,B ,Q,410.00,410.00,385.00,385.00,385.00,324.00,8,12,4870.00,
540173,PNBHOUSING  ,A ,Q,831.05,846.20,823.75,835.55,831.60,838.30,824,47673,40005035.00,
540175,REGENCY     ,X ,Q,26.35,26.55,26.35,26.55,26.55,26.15,222,22164,586382.00,
540180,VBL         ,A ,Q,934.00,951.05,934.00,945.60,940.25,934.00,142,1503,1422002.00,
540190,FRANKLININD ,XT,Q,14.45,14.45,14.45,14.45,14.45,14.45,1,6,86.00,
540192,LKPSEC      ,XT,Q,9.45,9.50,9.40,9.40,9.40,9.20,3,3,28.00,
540198,OSIAJEE     ,X ,Q,21.80,22.10,21.80,22.10,22.10,21.95,321,113693,2485237.00,
540203,SFL         ,B ,Q,1250.00,1255.20,1232.55,1248.05,1250.00,1252.15,27,167,208470.00,
540210,TMRVL       ,B ,Q,20.00,20.00,19.65,19.70,19.70,19.20,30,3229,64309.00,
540212,TCIEXP      ,B ,Q,706.10,706.10,679.85,690.10,686.15,706.70,136,902,626944.00,
540222,LAURUSLABS  ,A ,Q,360.00,360.90,359.00,360.55,360.45,359.75,26,650,233689.00,
540243,NEWLIGHT    ,X ,Q,34.50,36.50,34.00,35.80,35.80,34.90,73,123442,4288446.00,
540259,SHANGAR     ,X ,Q,35.00,35.00,35.00,35.00,35.00,35.00,28,5510,192850.00,
540266,GLCL        ,X ,Q,6.70,6.70,6.70,6.70,6.70,7.05,3,37000,247900.00,
540267,FLORACORP   ,X ,Q,11.20,11.20,11.20,11.20,11.20,11.78,5,1100,12320.00,
540268,DHANVARSHA  ,X ,Q,65.00,69.40,65.00,68.10,68.00,65.05,84,67628,4645618.00,
540293,PRICOLLTD   ,B ,Q,41.00,41.70,39.95,40.35,40.35,41.05,93,12660,511581.00,
540311,JITFINFRA   ,T ,Q,12.29,12.67,11.60,12.43,12.67,12.10,6,1688,20743.00,
540358,RMC         ,M ,Q,39.95,40.00,39.95,40.00,40.00,38.50,3,6000,239800.00,
540360,LLFICL      ,X ,Q,80.10,86.40,77.50,78.30,83.50,81.45,98,14252,1147799.00,
540361,DANUBE      ,XT,Q,6.95,6.95,6.33,6.35,6.90,6.66,11,1401,9038.00,
540366,RADIOCITY   ,B ,Q,59.40,61.65,57.30,59.00,59.00,58.00,19,382,22466.00,
540376,DMART       ,A ,Q,1325.95,1344.25,1310.00,1336.65,1336.65,1319.85,1752,27081,36130989.00,
540394,JDML        ,MT,Q,13.00,13.00,12.80,12.80,12.80,12.90,2,6000,77400.00,
540395,CHEMCRUX    ,M ,Q,110.00,110.00,105.00,105.00,105.00,105.05,3,6000,648000.00,
540403,CLEDUCATE   ,B ,Q,114.00,114.00,114.00,114.00,114.00,114.10,2,100,11400.00,
540404,PRIME       ,M ,Q,100.00,109.50,92.10,96.70,99.00,113.10,6,7000,676900.00,
540425,SHANKARA    ,A ,Q,508.20,522.35,508.20,512.65,512.65,518.65,204,2474,1272864.00,
540497,SCHAND      ,B ,Q,112.00,120.00,108.00,114.60,114.60,112.90,281,6017,695933.00,
540519,MEERA       ,M ,Q,229.90,229.90,205.50,205.50,205.50,225.00,5,2500,538450.00,
540526,IRBINVIT    ,IF,Q,66.32,66.33,65.06,65.33,65.06,65.25,6,30000,1976550.00,
540530,HUDCO       ,A ,Q,42.75,42.75,42.10,42.55,42.60,42.75,336,71136,3021133.00,
540544,PSPPROJECT  ,B ,Q,527.40,535.00,515.00,529.40,525.00,520.80,213,5043,2666269.00,
540552,AXISAEGPG   ,B ,Q,11.00,11.25,10.63,10.63,10.63,10.59,4,14,155.00,
540565,INDIGRID    ,IF,Q,84.60,85.85,84.60,85.85,85.85,84.00,6,30618,2604826.00,
540575,STARCEMENT  ,B ,Q,120.50,123.50,120.50,121.70,122.35,120.95,38,1636,199719.00,
540579,H1136D38RG  ,F ,Q,10.00,10.00,10.00,10.00,10.00,0.00,1,1000,10000.00,
540593,HEOF1126RG  ,B ,Q,10.03,10.21,10.03,10.21,10.21,10.45,7,10200,103876.00,
540595,TEJASNET    ,B ,Q,187.00,188.40,181.95,184.15,184.15,187.45,432,12536,2320260.00,
540596,ERIS        ,A ,Q,525.00,525.00,505.00,517.10,515.90,525.15,106,631,323208.00,
540611,AUBANK      ,A ,Q,692.95,707.55,692.55,696.75,695.00,698.10,444,3937,2757379.00,
540612,ICICILOVOL  ,B ,Q,92.00,92.39,92.00,92.39,92.39,91.45,2,2,184.00,
540616,ARTEMIS     ,B ,Q,59.00,59.00,58.00,58.95,58.95,57.45,4,5,293.00,
540642,SALASAR     ,B ,Q,194.50,195.25,190.50,194.50,194.95,189.65,54,4027,775445.00,
540649,AVADHSUGAR  ,B ,Q,677.50,687.00,667.20,670.25,670.25,678.00,191,4248,2877470.00,XD
540650,MAGADHSUGAR ,B ,Q,158.00,165.00,158.00,163.10,163.05,158.05,44,3168,517296.00,XD
540652,CTCL        ,M ,Q,60.00,60.00,60.00,60.00,60.00,50.00,1,3000,180000.00,
540653,SINTEXPLAST ,B ,Q,15.25,15.25,14.05,14.15,14.15,15.05,768,251613,3606076.00,
540669,UTINEXT50   ,B ,Q,281.00,284.80,281.00,284.80,284.80,277.22,6,287,80941.00,
540673,SIS         ,B ,Q,900.00,920.00,900.00,910.65,910.00,902.95,33,128,116923.00,
540678,COCHINSHIP  ,A ,Q,383.05,395.00,380.00,393.05,395.00,384.95,426,9184,3578656.00,
540679,SMSLIFE     ,B ,Q,471.00,494.90,451.00,462.10,465.00,482.65,35,520,242763.00,
540680,KIOCL       ,B ,Q,149.00,149.00,136.00,136.00,136.00,138.25,24,336,45948.00,
540686,SMRUTHIORG  ,X ,Q,145.00,145.00,145.00,145.00,145.00,145.00,2,51,7395.00,
540691,ABCAPITAL   ,A ,Q,99.50,102.80,98.45,102.30,102.30,98.90,2219,434190,43799582.00,
540692,APEX        ,B ,Q,299.40,299.40,286.40,288.25,288.25,301.25,521,13629,3972850.00,
540694,ANG         ,M ,Q,55.30,56.50,52.20,56.15,56.10,54.55,8,24000,1324800.00,
540698,NEL         ,M ,Q,1.72,1.72,1.72,1.72,1.72,1.64,1,4000,6880.00,
540699,DIXON       ,B ,Q,2465.50,2477.30,2427.35,2454.60,2427.35,2441.70,88,255,626613.00,
540700,BRNL        ,B ,Q,92.55,94.15,92.55,92.60,92.55,94.15,12,311,28968.00,
540701,DCAL        ,A ,Q,241.50,241.50,235.00,239.60,239.95,241.30,322,8287,1983283.00,
540702,LASA        ,B ,Q,19.00,20.50,19.00,19.80,19.80,19.70,36,17544,348587.00,
540704,MATRIMONY   ,B ,Q,666.15,692.80,656.15,673.35,670.40,720.55,71,693,463963.00,
540709,RELHOME     ,B ,Q,21.80,22.80,20.00,21.65,21.95,21.80,179,24711,537900.00,
540710,CAPACITE    ,B ,Q,270.00,277.05,267.90,271.50,271.50,270.55,370,8665,2368801.00,
540715,SAGAR       ,M ,Q,8.20,8.20,8.20,8.20,8.20,8.56,1,3000,24600.00,
540716,ICICIGI     ,A ,Q,1182.00,1234.95,1175.00,1220.60,1220.60,1172.20,3137,43977,53229153.00,
540717,PQIF        ,XT,Q,77.00,77.00,77.00,77.00,77.00,74.00,1,20,1540.00,
540719,SBILIFE     ,A ,Q,690.00,699.20,687.05,693.10,692.50,691.45,842,10587,7338386.00,
540724,DIAMONDYD   ,B ,Q,893.75,929.00,890.00,914.35,920.00,893.70,32,100,90919.00,
540726,TTFL        ,M ,Q,102.90,103.40,95.10,102.95,102.90,100.75,13,17000,1704550.00,
540727,POOJA       ,M ,Q,52.15,57.00,52.15,57.00,57.00,51.00,11,54000,3034500.00,
540728,SAYAJIIND   ,X ,Q,227.00,231.00,222.05,223.00,223.00,244.50,22,1106,251409.00,
540730,MEHAI       ,M ,Q,85.00,85.00,85.00,85.00,85.00,83.00,2,3000,255000.00,
540735,IRIS        ,M ,Q,19.50,20.00,19.50,20.00,20.00,20.00,2,8000,158000.00,
540737,SGRL        ,M ,Q,65.00,65.00,65.00,65.00,65.00,70.00,1,3000,195000.00,
540743,GODREJAGRO  ,A ,Q,504.10,515.60,504.10,510.85,515.00,508.85,314,4316,2198200.00,
540744,MESCON      ,XT,Q,13.36,13.84,12.95,13.84,13.84,13.36,21,1357,17725.00,
540749,MASFIN      ,B ,Q,522.50,539.85,522.50,535.10,535.00,529.15,41,208,110759.00,
540750,IEX         ,A ,Q,157.65,157.65,152.05,154.10,152.80,157.10,366,3369,519217.00,
540755,GICRE       ,A ,Q,226.00,230.00,220.00,229.75,229.00,224.85,187,3857,876260.00,
540757,SCPL        ,M ,Q,123.20,125.50,123.10,125.50,125.50,124.55,3,2400,297440.00,
540762,TIINDIA     ,A ,Q,392.00,392.80,383.90,387.90,383.90,388.70,112,1524,594228.00,
540767,RNAM        ,A ,Q,222.75,222.75,220.20,220.70,220.70,220.30,106,5707,1261068.00,
540768,MAHLOG      ,A ,Q,510.40,525.10,508.05,514.15,510.05,512.20,144,1499,772142.00,
540769,NIACL       ,A ,Q,163.00,165.00,161.10,163.30,163.50,163.10,217,2903,473303.00,
540775,KHADIM      ,B ,Q,348.00,348.90,340.00,347.90,347.90,349.90,10,106,36337.00,
540776,5PAISA      ,B ,Q,240.10,249.90,231.15,234.10,237.95,243.30,57,2582,622285.00,
540777,HDFCLIFE    ,A ,Q,441.00,452.00,441.00,444.50,444.50,441.35,5397,143383,64084074.00,
540781,RCBFIVBG    ,B ,Q,7.18,7.18,7.18,7.18,7.18,6.53,2,4281,30737.00,
540782,SBRANDS     ,M ,Q,26.50,27.40,26.20,27.40,27.40,27.25,3,4000,106300.00,
540787,ICICIB22    ,B ,Q,39.22,39.50,38.91,39.27,39.27,39.10,238,134275,5275686.00,
540789,DNAMEDIA    ,B ,Q,0.81,0.81,0.75,0.81,0.81,0.78,13,19513,15800.00,
540793,HHOF1140RG  ,B ,Q,9.17,9.25,9.00,9.23,9.25,9.06,25,25814,235393.00,
540794,HHOF1140RD  ,B ,Q,9.10,9.10,9.10,9.10,9.10,9.05,1,1000,9100.00,
540795,DYNAMIC     ,M ,Q,39.00,40.85,37.50,38.25,38.25,39.35,9,27000,1057950.00,
540797,SHALBY      ,B ,Q,129.80,129.80,123.00,123.35,123.00,124.00,58,1415,175340.00,
540798,FSC         ,B ,Q,625.10,634.50,622.00,630.00,630.00,627.75,23,264,166005.00,
540799,DACEFRG     ,B ,Q,8.90,9.50,8.90,9.50,9.50,8.90,2,500,4690.00,
540809,MRCEXIM     ,M ,Q,2.33,2.33,2.33,2.33,2.33,2.50,1,8000,18640.00,
540824,ASTRON      ,B ,Q,107.10,111.10,104.00,110.45,109.45,108.05,242,43990,4803411.00,
540826,RCBFIVCG    ,B ,Q,7.46,7.46,7.46,7.46,7.46,7.46,2,500,3730.00,
540850,JFL         ,M ,Q,20.00,20.00,20.00,20.00,20.00,20.00,1,2000,40000.00,
540861,IPRU3018    ,B ,Q,9.24,9.24,9.24,9.24,9.24,9.53,1,266,2457.00,
540879,APOLLO      ,B ,Q,133.00,133.15,129.25,129.40,129.40,130.80,26,616,80832.00,
540900,NEWGEN      ,B ,Q,316.65,320.65,310.00,315.95,315.95,315.55,64,1002,315873.00,
540901,PRAXIS      ,B ,Q,122.65,125.00,116.00,119.75,119.20,125.00,85,1513,180342.00,
540902,AMBER       ,B ,Q,835.25,847.30,833.80,838.25,840.00,834.45,121,554,465313.00,
540904,TIRUFOAM    ,X ,Q,72.70,72.70,72.70,72.70,72.70,76.50,1,2,145.00,
540935,GALAXYSURF  ,B ,Q,1180.05,1203.90,1140.00,1187.20,1181.00,1178.10,156,634,749862.00,
540937,MEDICO      ,M ,Q,84.00,84.00,84.00,84.00,84.00,91.65,1,1200,100800.00,
540945,FSSPL       ,M ,Q,3.48,3.48,3.48,3.48,3.48,3.32,12,48000,167040.00,
540947,IPRU3034    ,B ,Q,8.64,8.64,8.59,8.59,8.59,8.37,5,5000,43156.00,
540952,LAL         ,M ,Q,6.00,6.00,6.00,6.00,6.00,5.50,3,30000,180000.00,
540954,IWP         ,X ,Q,64.10,65.10,63.75,64.55,64.60,66.25,35,10138,654888.00,
540955,TDSL        ,M ,Q,19.50,19.50,19.50,19.50,19.50,19.25,1,3000,58500.00,
540956,BHATIA      ,M ,Q,81.50,81.50,80.00,80.25,80.25,77.50,5,10000,809200.00,
540961,SHIVAMILLS  ,B ,Q,50.50,52.40,50.00,50.55,50.50,53.00,11,2450,124910.00,
540975,ASTERDM     ,B ,Q,150.00,150.00,143.90,145.30,145.30,150.20,220,4675,681385.00,
540980,YSL         ,XT,Q,10199.00,10199.00,10199.00,10199.00,10199.00,10340.00,2,3,30597.00,
540981,KTKIND4RG   ,B ,Q,8.53,8.53,8.53,8.53,8.53,8.80,1,28,238.00,
541005,KANCOTEA    ,X ,Q,36.95,36.95,36.95,36.95,36.95,35.25,1,1,36.00,
541019,HGINFRA     ,B ,Q,297.00,304.90,290.70,296.90,297.00,297.65,248,5303,1568495.00,
541083,INFLAME     ,M ,Q,148.00,148.00,148.00,148.00,148.00,147.00,2,2000,296000.00,
541096,BPLPHARMA   ,XT,Q,199.50,203.00,199.40,203.00,203.00,209.85,3,550,111472.00,
541097,LIQUIDETF   ,F ,Q,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1,5000,5000050.00,
541143,BDL         ,B ,Q,298.50,305.05,294.00,300.35,300.35,296.80,217,3909,1168456.00,
541153,BANDHANBNK  ,A ,Q,590.00,603.20,500.00,600.05,600.05,591.40,1775,45372,26694116.00,
541154,HAL         ,A ,Q,702.60,752.25,699.55,736.35,736.35,707.10,649,9061,6627683.00,
541161,KARDA       ,B ,Q,203.15,206.55,203.05,205.75,206.00,202.15,56,1565,320781.00,
541163,SANDHAR     ,B ,Q,298.75,301.25,290.00,301.10,300.75,301.40,92,615,182671.00,
541167,YASHO       ,M ,Q,145.00,149.50,144.90,147.15,149.25,140.00,6,7200,1056780.00,
541178,BENARA      ,M ,Q,26.90,27.10,24.00,24.80,24.80,29.45,4,8000,205600.00,
541179,ISEC        ,A ,Q,219.00,229.55,218.05,226.50,225.50,219.45,1013,28026,6341782.00,
541195,MIDHANI     ,B ,Q,138.00,138.00,132.70,133.70,133.40,137.50,202,8041,1088652.00,
541206,OBCL        ,M ,Q,53.75,53.75,51.00,53.20,53.30,51.00,9,18000,956600.00,
541233,LEMONTREE   ,A ,Q,76.40,76.50,70.45,72.35,72.00,74.10,789,59485,4317723.00,
541299,DLCL        ,M ,Q,18.50,18.50,18.50,18.50,18.50,18.20,1,4000,74000.00,
541301,ORIENTELEC  ,B ,Q,166.45,167.95,162.10,167.10,167.45,166.65,95,1540,254965.00,
541302,DHRUV       ,M ,Q,37.50,37.50,37.50,37.50,37.50,36.00,3,6000,225000.00,
541303,AKSHAR      ,M ,Q,16.90,16.90,16.90,16.90,16.90,16.95,1,3000,50700.00,
541304,INDOUS      ,M ,Q,99.50,99.50,99.00,99.00,99.00,98.10,2,5000,496250.00,
541309,IPRU3095    ,B ,Q,8.75,8.75,8.75,8.75,8.75,8.67,1,500,4375.00,
541336,INDOSTAR    ,A ,Q,392.90,394.95,381.80,393.55,393.55,393.40,138,1344,522975.00,
541337,MILEFUR     ,M ,Q,19.40,20.35,19.40,20.35,20.35,18.50,3,9000,178500.00,
541347,PARVATI     ,T ,Q,2.70,2.70,2.46,2.46,2.46,2.58,4,102,251.00,
541353,INNOVATORS  ,M ,Q,48.20,48.50,48.00,48.50,48.50,48.20,4,6400,308320.00,
541400,ZIMLAB      ,X ,Q,119.00,119.00,115.10,115.20,115.20,119.45,9,146,17017.00,
541401,ARIHANTINS  ,M ,Q,6.07,6.07,6.07,6.07,6.07,6.38,3,12000,72840.00,
541402,AFFORDABLE  ,M ,Q,109.00,111.00,109.00,111.00,111.00,114.20,2,3200,352000.00,
541403,DOLLAR      ,B ,Q,260.00,275.00,256.00,270.90,270.85,253.95,123,1394,374388.00,
541418,NGIL        ,M ,Q,32.30,32.30,32.30,32.30,32.30,35.80,1,4000,129200.00,
541445,WAA         ,M ,Q,35.70,37.25,35.70,37.15,37.00,35.70,3,15200,563160.00,
541450,ADANIGREEN  ,A ,Q,43.30,45.00,40.95,44.05,44.05,43.10,915,186737,8207300.00,
541540,SOLARA      ,B ,Q,474.00,491.80,471.90,481.15,479.20,467.90,470,7146,3435176.00,
541545,TALWGYM     ,B ,Q,115.60,115.60,113.60,114.15,114.15,116.60,54,1366,156367.00,
541546,GAYAHWS     ,B ,Q,0.86,0.86,0.86,0.86,0.86,0.86,2,100,86.00,
541556,RITES       ,B ,Q,281.00,282.80,276.00,278.55,279.65,280.20,475,22408,6257687.00,
541557,FINEORG     ,B ,Q,1579.00,1648.00,1550.95,1588.40,1570.00,1545.90,393,2294,3685085.00,
541578,VARROC      ,B ,Q,515.00,518.65,506.10,507.90,507.00,513.05,149,1202,611585.00,
541601,RAJNISH     ,M ,Q,168.00,169.00,168.00,169.00,169.00,167.70,5,6000,1011600.00,
541627,HITECHWIND  ,XT,Q,17.55,17.55,17.55,17.55,17.55,18.45,5,501,8792.00,
541678,TVF1G       ,B ,Q,8.93,9.00,8.93,9.00,9.00,8.85,7,4528,40442.00,
541700,TCNSBRANDS  ,B ,Q,800.00,817.00,785.00,788.40,785.05,806.25,236,1158,925609.00,
541729,HDFCAMC     ,B ,Q,1770.25,1785.00,1754.95,1780.35,1780.35,1772.75,1292,14911,26507956.00,
541735,VIVANTA     ,XT,Q,3.63,3.63,3.56,3.56,3.56,3.63,11,2416,8650.00,
541741,TINNATFL    ,X ,Q,17.10,17.10,17.10,17.10,17.10,18.00,1,5,85.00,
541770,CREDITACC   ,B ,Q,525.00,540.00,523.00,531.60,531.60,526.05,314,3429,1825061.00,
541771,AMINTAN     ,X ,Q,1.25,1.30,1.25,1.25,1.25,1.24,6,5006,6307.00,
541778,DEEP        ,M ,Q,55.20,55.35,55.00,55.35,55.35,55.30,4,12000,662400.00,
541804,IPRU3168    ,B ,Q,7.96,8.01,7.96,8.01,8.01,8.14,3,824,6569.00,
